@relation Sub1_A_64_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1}

@data
1.700310800000000100e+01,2.155285999999999813e+00,4.956972499999999826e+01,2.471245100000000150e+01,1.218839999999999968e+01,-1.433724600000000038e+01,1.208723999999999954e+01,4.137324999999999697e+00,-9.839185000000000514e+00,8.155887999999999138e+00,2.142618000000000134e+00,-1.058295999999999992e+01,6.566901999999999795e+00,5.253143999999999814e+00,-6.863279000000000352e+00,8.357772000000000645e+00,3.908087000000000089e+00,-1.507318599999999975e+01,8.115318000000000254e+00,1
3.775853999999999822e+00,1.343191999999999942e+00,2.008540700000000001e+01,1.504781400000000069e+01,4.631270999999999916e+00,-4.802260000000000417e+00,8.880748999999999782e+00,5.155255000000000365e+00,-7.546196000000000126e+00,1.011501999999999946e+01,3.351325000000000109e+00,-1.438273900000000083e+01,1.685596800000000073e+01,7.275178999999999618e+00,-5.039767000000000330e+00,6.311961000000000155e+00,3.103155000000000108e+00,-1.027177499999999988e+01,8.575212999999999752e+00,1
2.809463000000000044e+00,2.342996999999999996e+00,4.376283000000000101e+01,3.920618900000000195e+01,-8.022500000000000187e-01,-1.758768500000000046e+01,1.834386299999999892e+01,1.006571100000000030e+01,-3.473671699999999873e+01,1.871542699999999826e+01,-4.259466999999999892e+00,-1.575105899999999970e+01,1.949064100000000010e+01,8.746845999999999677e+00,-1.090368199999999987e+01,1.824412900000000093e+01,5.763836000000000404e+00,-6.401478000000000002e+00,6.373002999999999751e+00,1
3.349842699999999951e+01,2.023557999999999968e+00,-6.245065199999999805e+01,4.061072399999999760e+01,-1.253593359999999990e+02,-3.321198900000000265e+01,2.468892699999999962e+01,-3.357155999999999807e+00,-2.493545500000000104e+01,1.935936200000000085e+01,-3.453319999999999723e-01,-1.517134300000000025e+01,1.611075400000000002e+01,1.024138400000000004e+01,-8.440253999999999479e+00,1.279381500000000038e+01,4.190706999999999738e+00,-1.094611599999999996e+01,9.504507999999999512e+00,1
1.829463300000000103e+01,2.595091000000000037e+00,1.345579999999999998e+01,4.103393200000000007e+01,-3.634993800000000164e+01,-2.489423800000000142e+01,1.762306399999999940e+01,-5.984689000000000370e+00,-2.371113000000000071e+01,1.313897599999999954e+01,-1.009424300000000052e+01,-2.703206300000000084e+01,1.045664400000000072e+01,1.057564200000000021e+01,-1.271727199999999947e+01,1.518020500000000084e+01,7.052346000000000004e+00,-1.166543199999999914e+01,6.326872999999999969e+00,1
4.154162000000000177e+01,2.701484000000000218e+00,4.124581299999999828e+01,7.208252299999999479e+01,-2.713872100000000032e+01,-6.136991600000000346e+01,2.761296400000000162e+01,-1.510843599999999931e+01,-3.058143600000000006e+01,2.240630700000000175e+01,3.020840999999999887e+00,-2.138544999999999874e+01,2.004405099999999962e+01,1.114073600000000042e+01,-9.347701999999999956e+00,8.600206999999999269e+00,5.078712000000000337e+00,-7.014028999999999847e+00,9.430982000000000198e+00,1
3.186302200000000084e+01,2.203765000000000196e+00,9.579175399999999740e+01,1.081643799999999978e+01,8.157775599999999372e+01,-1.490043799999999941e+01,8.292327000000000226e+00,-6.486068999999999640e+00,-4.740785799999999739e+01,2.353258500000000097e+01,6.326138000000000261e+00,-1.718380000000000152e+01,2.764238200000000134e+01,1.163453499999999963e+01,-1.161608099999999943e+01,1.347258399999999945e+01,5.464825000000000266e+00,-1.243593800000000016e+01,6.391242000000000090e+00,1
1.582612999999999914e+01,2.716371999999999787e+00,1.151716619999999978e+02,2.113237600000000072e+01,9.796087699999999643e+01,-4.041652000000000022e+00,1.184148599999999973e+01,9.043677000000000632e+00,-1.492793200000000020e+01,1.218992100000000001e+01,9.785000000000000642e-02,-9.863998000000000488e+00,1.031666000000000061e+01,5.262299999999999756e+00,-9.502936000000000050e+00,7.182223999999999720e+00,4.446767000000000358e+00,-4.097287999999999819e+00,4.375875999999999877e+00,1
8.814023000000000607e+00,2.604096000000000188e+00,8.731826999999999828e+01,3.230137500000000017e+01,3.872507699999999886e+01,-1.138976899999999937e+01,1.288062099999999965e+01,8.932415000000000660e+00,-9.550088999999999828e+00,8.649167999999999523e+00,3.169789000000000190e+00,-2.205123499999999837e+01,1.902494499999999888e+01,1.131733799999999945e+01,-1.260052899999999987e+01,1.625825800000000143e+01,5.515740000000000087e+00,-1.107035699999999956e+01,5.361691000000000429e+00,1
1.808541800000000066e+01,2.183542999999999790e+00,-1.402744599999999942e+01,1.457414499999999968e+01,-3.573174800000000317e+01,-2.818121000000000009e+01,2.515677900000000022e+01,4.915949000000000346e+00,-1.510309400000000046e+01,1.045220199999999977e+01,3.126415999999999862e+00,-8.410740999999999801e+00,2.109301999999999921e+01,7.870038000000000089e+00,-6.851481999999999850e+00,8.057233000000000089e+00,3.712854000000000099e+00,-4.970359000000000194e+00,6.340727000000000224e+00,1
1.321511100000000027e+01,2.526952000000000087e+00,1.763346720000000118e+02,5.758692599999999828e+01,1.151687060000000002e+02,-4.843728000000000122e+01,2.048060399999999959e+01,-1.372152099999999919e+01,-1.818106999999999829e+01,7.287145999999999901e+00,-4.778166999999999831e+00,-2.352474899999999991e+01,2.056571999999999889e+01,1.124205100000000002e+01,-9.040468000000000615e+00,9.961235999999999535e+00,3.687930999999999848e+00,-1.121610199999999935e+01,4.321570999999999607e+00,1
7.533382999999999718e+00,3.073980000000000157e+00,5.074784100000000109e+01,2.508129299999999873e+01,1.941590700000000069e+01,-2.337240600000000157e+01,2.357999600000000129e+01,-5.866130000000000067e+00,-2.221322899999999834e+01,1.232148300000000063e+01,-1.550068999999999919e+00,-2.375440599999999947e+01,1.244898300000000013e+01,9.083486999999999867e+00,-1.114953200000000066e+01,8.644774999999999210e+00,4.195065999999999740e+00,-5.154444999999999943e+00,6.552520999999999596e+00,1
1.031209300000000084e+01,1.957610000000000072e+00,-1.381648000000000032e+01,1.730357199999999906e+01,-4.040778300000000200e+01,-2.207959999999999923e+00,5.162888999999999839e+00,3.232101000000000113e+00,-2.113676099999999991e+01,1.375911400000000029e+01,6.737981999999999694e+00,-1.588396900000000045e+01,1.592080400000000040e+01,7.263181000000000331e+00,-6.908253000000000199e+00,9.387152999999999636e+00,4.294249999999999901e+00,-7.851901999999999937e+00,6.535669999999999646e+00,1
6.932220000000000049e+00,2.574231999999999854e+00,-4.983982600000000218e+01,8.482729000000000852e+00,-6.325750099999999776e+01,-8.381799000000000888e+00,2.300148400000000137e+01,1.517047600000000074e+01,-1.855653699999999873e+01,1.473415299999999917e+01,1.312842999999999982e+00,-1.329437500000000050e+01,1.828335300000000174e+01,8.738065999999999889e+00,-7.648928999999999867e+00,9.088642000000000110e+00,4.043091999999999686e+00,-8.450490000000000279e+00,6.298489000000000004e+00,1
1.115730100000000036e+01,2.487149000000000054e+00,-6.343744600000000133e+01,1.580741199999999935e+01,-7.753662099999999668e+01,-1.220790700000000051e+01,7.518797000000000175e+00,-4.557437000000000182e+00,-3.145910399999999996e+01,2.247900999999999883e+01,4.432608000000000104e+00,-1.584275799999999990e+01,1.646951100000000068e+01,8.751326999999999856e+00,-1.393792200000000037e+01,1.367126999999999981e+01,6.105781999999999599e+00,-7.179682999999999815e+00,4.522308999999999912e+00,1
4.076448000000000071e+00,1.751953000000000094e+00,-9.112958999999999321e+01,2.781653000000000020e+01,-1.205654750000000064e+02,-3.029616599999999949e+01,2.050968299999999900e+01,-1.404713500000000082e+01,-1.513521700000000081e+01,1.238973900000000050e+01,3.045078999999999869e+00,-1.495412800000000075e+01,2.039010299999999987e+01,1.047570999999999941e+01,-1.198119799999999913e+01,8.820242999999999611e+00,4.974727999999999817e+00,-3.696025999999999812e+00,5.535783999999999594e+00,1
1.540664800000000056e+01,2.249582999999999888e+00,7.655552600000000041e+01,4.971428699999999878e+01,1.475366000000000000e+01,-4.477046699999999646e+01,1.574499800000000072e+01,-2.383876000000000062e+01,-2.682501999999999853e+01,1.520328699999999955e+01,6.317800000000000082e-01,-2.155032399999999981e+01,1.888647599999999827e+01,1.088052500000000045e+01,-1.270982899999999916e+01,8.607495000000000118e+00,5.177069000000000365e+00,-2.905479100000000159e+01,1.290480200000000011e+01,1
1.358084900000000061e+01,1.525190000000000046e+00,1.085759610000000066e+02,4.492628299999999797e+01,4.866278899999999652e+01,-2.843326400000000120e+01,1.872998799999999875e+01,-4.541895000000000238e+00,-3.078338899999999967e+01,2.087867500000000121e+01,-8.362509999999999666e-01,-1.723285999999999873e+01,2.070404600000000173e+01,1.091947799999999980e+01,-1.106603499999999940e+01,1.014840099999999978e+01,4.421049000000000007e+00,-1.271269500000000008e+01,1.592949600000000032e+01,1
3.602090000000000014e+00,1.206957000000000058e+00,1.892728569999999877e+02,8.174754199999999571e+01,1.110486460000000051e+02,-1.801617600000000152e+01,2.238220700000000107e+01,1.361844299999999919e+01,-7.118147999999999698e+00,1.545386899999999919e+01,6.877261999999999986e+00,-2.113544800000000023e+01,1.352065400000000039e+01,1.009189100000000039e+01,-8.438751999999999143e+00,1.050109499999999940e+01,4.785000000000000142e+00,-9.999643999999999977e+00,8.129716999999999416e+00,1
1.036196999999999946e+01,2.100459999999999994e+00,-9.763768199999999808e+01,2.192459399999999903e+01,-1.277162600000000054e+02,-4.912010699999999730e+01,2.977476400000000112e+01,-1.380921999999999983e+00,-3.472897400000000090e+01,1.720427300000000059e+01,-2.461971999999999827e+00,-2.472397300000000087e+01,1.928656700000000157e+01,9.617504999999999526e+00,-8.428302000000000405e+00,1.154006900000000080e+01,5.139660000000000117e+00,-1.051431299999999958e+01,4.303069999999999951e+00,1
5.604639600000000144e+01,3.681677999999999784e+00,-9.281421299999999519e+01,5.906903799999999904e+01,-1.691459299999999928e+02,-5.225231000000000137e+01,5.943796700000000044e+01,-4.264295999999999864e+00,-2.530039000000000016e+01,2.041732599999999920e+01,1.695227000000000039e+00,-1.620336199999999849e+01,1.752344599999999986e+01,9.288653999999999300e+00,-1.335644600000000004e+01,1.357034499999999966e+01,6.270088999999999579e+00,-8.381000999999999479e+00,9.561607999999999663e+00,1
4.361317400000000077e+01,2.149452999999999836e+00,4.332821700000000220e+01,2.317768799999999985e+01,1.148869299999999960e+01,-4.024752000000000152e+01,1.663467699999999994e+01,-2.176666000000000167e+01,-1.688990899999999939e+01,8.139042999999999140e+00,-6.182153999999999705e+00,-1.640194699999999983e+01,2.233885599999999982e+01,8.517633999999999261e+00,-9.633096000000000103e+00,7.615031000000000105e+00,4.143037999999999776e+00,-9.240847999999999729e+00,5.558195000000000441e+00,1
1.714451199999999886e+01,2.149774999999999991e+00,1.499945669999999893e+02,2.152108000000000132e+01,1.323320410000000038e+02,-1.518313299999999977e+01,1.114801399999999987e+01,-1.465206999999999926e+00,-3.054510499999999951e+01,1.285445200000000021e+01,-2.470841000000000065e+00,-1.999336699999999922e+01,1.492040399999999956e+01,1.089598299999999931e+01,-9.046772999999999954e+00,9.732563000000000741e+00,4.663838000000000150e+00,-1.529025500000000015e+01,5.590906999999999627e+00,1
3.504827000000000137e+00,2.594577000000000133e+00,1.390824110000000076e+02,3.321012999999999948e+01,8.451142400000000521e+01,-9.108326999999999174e+00,2.781587400000000088e+01,1.067387300000000039e+01,-1.423135800000000017e+01,1.219371199999999966e+01,6.417842000000000269e+00,-1.640130999999999872e+01,1.262016999999999989e+01,7.889509999999999579e+00,-5.732285000000000075e+00,6.935730000000000395e+00,3.149655000000000094e+00,-1.366188200000000030e+01,5.117640999999999885e+00,1
1.020138399999999912e+01,2.285088000000000008e+00,8.311864999999999171e+00,2.710315500000000100e+01,-2.017987199999999959e+01,-4.527009499999999775e+01,2.858699599999999919e+01,-1.493612399999999951e+01,-2.123119200000000006e+01,1.609429000000000087e+01,7.043040000000000411e-01,-1.197044499999999978e+01,2.632746399999999909e+01,8.585594000000000392e+00,-9.100291999999999604e+00,1.214002100000000084e+01,4.576797000000000004e+00,-1.111320800000000020e+01,7.407339000000000340e+00,1
9.861076000000000619e+00,1.902188999999999908e+00,9.748526999999999987e+01,6.996850700000000245e+01,2.308063800000000043e+01,-2.073751400000000089e+01,2.154607299999999981e+01,7.571973999999999982e+00,-3.231067300000000131e+01,1.581675300000000028e+01,-1.394528999999999908e+00,-3.099616400000000027e+01,1.902851199999999920e+01,1.141509899999999966e+01,-2.280528299999999930e+01,8.948195000000000121e+00,5.900744000000000433e+00,-8.780393999999999366e+00,6.125366999999999784e+00,1
2.532115999999999900e+01,2.157239999999999824e+00,2.517164300000000026e+02,7.605577200000000460e+01,1.646630000000000109e+02,-5.191024600000000078e+01,3.263328700000000282e+01,-1.319452599999999975e+01,-2.616559399999999869e+01,1.503237200000000051e+01,-5.486754999999999605e+00,-2.238019900000000106e+01,1.739333900000000099e+01,1.160816900000000018e+01,-7.460119999999999862e+00,7.920285999999999937e+00,4.243017000000000039e+00,-1.156164799999999993e+01,4.085581000000000351e+00,1
6.957485000000000142e+00,2.020067000000000057e+00,9.490888800000000458e+01,6.387451899999999938e+01,3.428436500000000109e+01,-1.409682600000000008e+01,1.018532199999999932e+01,-7.618300000000000072e-01,-2.403536700000000081e+01,2.483001900000000006e+01,4.638277999999999679e+00,-1.612544799999999867e+01,2.797390000000000043e+01,1.193285999999999980e+01,-1.250477500000000042e+01,1.409161699999999939e+01,6.803819999999999979e+00,-1.072502300000000020e+01,6.842997999999999692e+00,1
5.227625999999999884e+00,1.994788999999999923e+00,1.051705240000000003e+02,5.318170099999999678e+01,4.081432199999999710e+01,-3.054902799999999985e+01,4.318030100000000004e+01,2.899757299999999915e+01,-2.693256399999999928e+01,1.898299400000000148e+01,1.355637899999999973e+01,-1.010528000000000048e+01,3.392872299999999797e+01,1.148950899999999997e+01,-1.013027100000000047e+01,1.603520500000000126e+01,5.905941999999999581e+00,-1.009786700000000081e+01,8.141788999999999277e+00,1
1.554213799999999956e+01,2.395633999999999819e+00,-1.403710130000000049e+02,1.978069599999999895e+01,-1.659578659999999957e+02,-7.415942599999999629e+01,4.513537699999999830e+01,-2.459450700000000012e+01,-4.057956800000000186e+01,2.278787799999999919e+01,-1.120241000000000042e+00,-3.122200000000000131e+01,3.991723999999999961e+01,1.691672700000000162e+01,-2.033860400000000013e+01,1.560963899999999960e+01,7.100162000000000084e+00,-7.512910999999999895e+00,6.088519999999999932e+00,1
1.692547700000000077e+01,2.397409999999999819e+00,-7.470253599999999494e+01,4.925180100000000039e+01,-1.245839169999999996e+02,-1.275265599999999999e+01,3.090215600000000151e+01,2.500226200000000176e+01,-2.053472400000000064e+01,1.424101699999999937e+01,3.422406000000000059e+00,-5.778206500000000290e+01,3.560515000000000185e+01,2.016415999999999897e+01,-1.895172300000000121e+01,2.277624799999999894e+01,7.195910999999999724e+00,-6.799001999999999768e+00,6.592260999999999704e+00,1
6.989455999999999669e+00,2.467125999999999930e+00,-5.273906199999999700e+01,2.154821600000000004e+01,-8.250600199999999518e+01,-2.008851900000000157e+01,1.528699899999999978e+01,1.947135999999999978e+00,-2.271313299999999913e+01,1.784839300000000151e+01,-3.933348000000000066e+00,-2.498172699999999935e+01,2.898921899999999852e+01,1.444637900000000030e+01,-1.169237299999999991e+01,1.583845499999999973e+01,6.146345000000000169e+00,-9.561173000000000144e+00,6.058248999999999995e+00,1
5.143804000000000265e+00,2.624687999999999910e+00,4.726497899999999674e+01,3.169872399999999857e+01,1.463559000000000054e+00,-3.634359800000000007e+01,2.114954499999999982e+01,-1.290865999999999936e+01,-2.929675100000000043e+01,1.844126800000000088e+01,-1.837042999999999981e+00,-1.561214499999999994e+01,1.090255299999999927e+01,7.429260000000000197e+00,-1.092612800000000028e+01,1.312478800000000057e+01,5.873770000000000380e+00,-1.072474099999999986e+01,9.641894000000000631e+00,1
1.422310799999999986e+01,2.039067999999999881e+00,5.895938699999999955e+01,4.015104500000000343e+01,1.044069700000000012e+01,-2.362615699999999919e+01,1.521803500000000042e+01,1.767309000000000019e+00,-9.573522999999999783e+00,7.357590000000000074e+00,1.031130000000000102e+00,-1.621350500000000139e+01,1.290693899999999950e+01,8.411155000000000825e+00,-9.560465999999999909e+00,8.088791999999999760e+00,4.376057000000000308e+00,-1.111023899999999998e+01,4.307252000000000081e+00,1
3.715844000000000147e+00,2.393362000000000211e+00,1.228779009999999943e+02,6.886063599999999951e+01,4.029248400000000174e+01,-2.682622200000000134e+01,3.841258200000000045e+01,3.047454300000000060e+01,-6.543793999999999755e+01,2.924488600000000105e+01,6.635670000000000179e-01,-5.713237999999999772e+01,2.519989400000000046e+01,1.617332400000000092e+01,-2.579877300000000062e+01,1.011552999999999969e+01,6.307996000000000159e+00,-4.574957000000000384e+00,5.097699000000000424e+00,1
3.023595010000000229e+02,3.560153339999999957e+02,8.253532850000000280e+02,2.586296159999999986e+02,4.220411659999999756e+02,-1.260570670000000035e+02,2.800169060000000059e+02,1.664670089999999902e+02,-1.166579200000000043e+02,3.462242350000000215e+02,1.063410870000000017e+02,-4.918519700000000228e+01,1.444063603000000057e+03,3.513088379999999802e+02,-3.982904099999999659e+01,2.027751713999999993e+03,3.531855209999999943e+02,-8.132431000000000409e+00,2.046509737999999970e+03,1
6.207203999999999944e+00,1.901658999999999988e+00,2.847472480000000132e+02,1.414397730000000024e+02,7.587747199999999737e+01,-1.613942400000000177e+01,5.783520800000000150e+01,4.615340199999999982e+01,-3.079923300000000097e+01,2.428127500000000083e+01,9.256603999999999388e+00,-8.749178000000000566e+00,2.193797999999999959e+01,8.780163999999999191e+00,-1.389398500000000070e+01,1.493799699999999930e+01,4.865178000000000225e+00,-1.024707599999999985e+01,5.369842000000000226e+00,1
4.041013000000000410e+00,2.433132000000000073e+00,1.982063780000000008e+02,1.001205559999999934e+02,4.369003299999999967e+01,-4.070482899999999660e+01,1.620134699999999839e+01,-1.891026899999999955e+01,-2.539723899999999901e+01,1.212814900000000051e+01,-2.485704999999999831e+00,-8.247934000000000765e+00,1.689009899999999931e+01,6.150539000000000200e+00,-9.226219000000000392e+00,5.330365999999999715e+00,3.828476999999999908e+00,-8.577932000000000556e+00,1.113470300000000002e+01,1
1.943982199999999949e+01,2.439205999999999985e+00,1.642238130000000069e+02,5.393277400000000199e+01,7.096368099999999401e+01,-7.889129300000000455e+01,5.242855099999999879e+01,3.427077000000000151e+00,-2.173078900000000147e+01,1.542096699999999920e+01,2.645173999999999914e+00,-1.412578700000000076e+01,1.567683800000000005e+01,9.550935000000000841e+00,-1.315737999999999985e+01,7.708614999999999995e+00,4.766821000000000197e+00,-1.044981699999999947e+01,3.504125999999999852e+00,1
1.016780999999999935e+01,1.791595000000000049e+00,5.930367999999999640e+00,1.015873509999999982e+02,-1.389805810000000008e+02,-3.083308900000000108e+01,3.048312699999999964e+01,-2.651410999999999962e+00,-2.678853399999999851e+01,1.773285999999999873e+01,4.136175999999999853e+00,-2.074855900000000020e+01,1.587473199999999984e+01,7.861544999999999561e+00,-5.446492000000000111e+00,7.287195999999999785e+00,3.983295000000000030e+00,-4.442140000000000200e+00,4.074540999999999968e+00,1
1.405191899999999983e+01,2.269442999999999877e+00,-4.194386800000000193e+01,5.553182199999999824e+01,-9.528128599999999437e+01,-3.654998899999999651e+01,2.572527900000000045e+01,-1.042702199999999912e+01,-2.737918600000000069e+01,9.914253000000000426e+00,-6.319325000000000081e+00,-1.082938599999999951e+01,1.019174100000000038e+01,5.389526000000000039e+00,-1.166162699999999930e+01,1.085094699999999968e+01,4.963435999999999737e+00,-6.569188999999999723e+00,6.321831999999999674e+00,1
6.747531999999999641e+00,2.088465999999999934e+00,-2.645511300000000077e+01,1.605533690000000036e+02,-2.171762400000000071e+02,-5.347150700000000256e+01,4.046121300000000076e+01,4.046833999999999598e+00,-2.601161000000000101e+01,2.488892399999999938e+01,6.676073999999999842e+00,-1.364418000000000042e+01,2.217067899999999980e+01,1.064842499999999959e+01,-1.165716500000000089e+01,1.315067600000000070e+01,5.276684999999999626e+00,-7.928854000000000291e+00,5.852344000000000435e+00,1
2.248584299999999914e+01,2.242967999999999851e+00,1.608366809999999987e+02,8.695494499999999505e+01,7.056822400000000073e+01,-6.926828500000000588e+01,3.319826599999999672e+01,-1.286276400000000031e+01,-2.167484200000000172e+01,1.171949200000000069e+01,-6.683205000000000062e+00,-1.367066100000000084e+01,1.206476299999999924e+01,7.025902999999999565e+00,-7.536101999999999634e+00,5.931339000000000361e+00,3.341276000000000135e+00,-6.068654999999999688e+00,5.578026999999999624e+00,1
9.856681000000000026e+00,1.647264000000000062e+00,1.809303779999999904e+02,4.202588000000000079e+01,1.275695500000000067e+02,-6.454475800000000163e+01,3.286825900000000189e+01,-1.038673299999999955e+01,-2.500763500000000050e+01,1.161504500000000029e+01,-5.190801999999999694e+00,-1.228144999999999953e+01,2.452094500000000110e+01,7.543942000000000370e+00,-8.492608000000000601e+00,8.459110000000000795e+00,4.295226000000000433e+00,-3.858788999999999803e+00,6.352618999999999794e+00,1
8.068139000000000394e+00,2.349927999999999795e+00,6.152058900000000108e+01,5.274379100000000165e+01,2.298096999999999834e+00,-2.574779099999999943e+01,3.559989300000000156e+01,9.828728999999999161e+00,-2.506876000000000104e+01,2.048474099999999964e+01,2.950740000000000141e+00,-1.984189500000000095e+01,1.751046099999999939e+01,1.031814800000000076e+01,-1.066841800000000084e+01,9.381455000000000766e+00,5.337786999999999615e+00,-7.859141000000000155e+00,5.296001000000000403e+00,1
1.226524599999999943e+01,2.205722999999999878e+00,2.102934600000000032e+01,2.875262800000000141e+01,-1.590631800000000062e+01,-5.929129100000000108e+01,3.351694299999999771e+01,-1.751596599999999881e+01,-6.261303999999999981e+00,9.525995999999999242e+00,2.587101999999999791e+00,-1.962215300000000084e+01,2.354214800000000096e+01,1.366864900000000027e+01,-9.914091000000000875e+00,1.212464499999999923e+01,5.493008999999999808e+00,-8.752452999999999150e+00,5.586324000000000289e+00,1
2.621704300000000032e+01,2.198627000000000109e+00,5.689873300000000000e+01,1.060313060000000007e+02,-8.470721899999999494e+01,-7.002250800000000197e+01,4.570499800000000334e+01,-2.348856699999999975e+01,-3.095018100000000061e+01,2.760638399999999848e+01,-4.253231000000000428e+00,-1.803342999999999918e+01,1.302180700000000080e+01,9.761006000000000071e+00,-1.215864999999999974e+01,1.064086999999999961e+01,4.942023999999999972e+00,-1.019092200000000048e+01,6.012141999999999875e+00,1
1.276985400000000048e+01,1.443713000000000024e+00,2.318646689999999921e+02,6.130062900000000070e+01,1.270364490000000046e+02,-3.543777000000000044e+01,1.733550800000000081e+01,-6.850240000000000329e+00,-3.044362200000000129e+01,1.150408900000000045e+01,-6.948002999999999929e+00,-1.232886599999999966e+01,1.163948700000000080e+01,5.778205999999999953e+00,-1.046446899999999935e+01,7.881609000000000087e+00,4.352947999999999595e+00,-7.616893000000000136e+00,7.321118000000000237e+00,1
9.102244999999999919e+00,1.493182999999999927e+00,1.778137780000000134e+02,4.396975100000000225e+01,1.053707840000000004e+02,2.833159999999999901e+00,1.947309999999999874e+01,1.676445100000000110e+01,-2.819785399999999953e+01,1.341120899999999949e+01,3.467125999999999930e+00,-4.331099000000000032e+00,2.258444400000000130e+01,6.379713999999999885e+00,-6.541712999999999667e+00,9.656306000000000722e+00,3.523417999999999939e+00,-1.223638000000000048e+01,4.318348000000000297e+00,1
1.604553800000000052e+01,3.078615999999999797e+00,2.718197899999999834e+01,2.658979199999999921e+01,-6.851999999999999584e-03,-1.380458999999999925e+01,8.329736000000000473e+00,-1.582692999999999905e+00,-2.168601699999999965e+01,1.297505499999999934e+01,-2.454989999999999950e-01,-1.043233000000000033e+01,1.604999300000000062e+01,7.441038999999999959e+00,-1.365229300000000023e+01,1.041325299999999920e+01,4.881012000000000128e+00,-6.595083999999999946e+00,5.331922999999999746e+00,1
1.230375300000000038e+01,2.664150999999999936e+00,-5.219805000000000028e+00,9.187602800000000514e+01,-1.062137780000000049e+02,-9.626982999999999180e+00,1.404209200000000024e+01,8.827280000000000015e+00,-2.714885699999999957e+01,1.637556800000000123e+01,-2.994940000000000158e+00,-2.361743900000000096e+01,2.094439500000000010e+01,1.012803899999999935e+01,-1.129930300000000010e+01,1.308369300000000024e+01,4.388771000000000200e+00,-9.053124000000000393e+00,7.879170000000000229e+00,1
1.320845800000000025e+01,3.012456999999999940e+00,1.368775750000000073e+02,3.515605399999999747e+01,8.623798800000000142e+01,-1.800130700000000061e+01,1.489296599999999948e+01,5.675664000000000264e+00,-3.915379899999999935e+01,2.671914500000000103e+01,-7.983003000000000071e+00,-2.861786999999999992e+01,1.232449399999999962e+01,1.099906700000000015e+01,-1.660252499999999998e+01,1.374229899999999915e+01,7.089184000000000374e+00,-1.199298800000000043e+01,4.311525999999999748e+00,1
1.633735000000000070e+01,2.701325999999999894e+00,6.390075399999999917e+01,9.276736699999999303e+01,-3.257569099999999906e+01,-1.699317299999999875e+01,2.615274600000000049e+01,2.137079999999999913e+01,-2.903626799999999974e+01,1.448968799999999924e+01,-3.442419999999999924e-01,-1.524351000000000056e+01,1.624086900000000000e+01,9.449044000000000665e+00,-9.846126999999999185e+00,1.117975900000000067e+01,5.109833000000000069e+00,-2.475328999999999890e+00,4.800982999999999556e+00,1
9.114715999999999596e+00,2.068613000000000035e+00,9.104817300000000557e+01,3.849151400000000223e+01,6.001322900000000260e+01,-5.477085499999999740e+01,3.056960099999999869e+01,-5.842755999999999617e+00,-2.052658999999999878e+01,1.259118999999999922e+01,-7.028681999999999874e+00,-1.855840900000000104e+01,1.544389499999999948e+01,1.205806199999999961e+01,-1.165996099999999913e+01,1.270668700000000051e+01,5.578753999999999991e+00,-9.479193999999999676e+00,5.055233000000000310e+00,1
3.820818000000000048e+00,3.163854000000000166e+00,5.127617200000000253e+01,6.409557100000000673e+01,-5.184046000000000021e+01,-1.614199800000000096e+01,2.043762900000000116e+01,1.324386299999999927e+01,-1.657325099999999907e+01,1.215709299999999971e+01,3.809696000000000193e+00,-1.336094800000000049e+01,1.463955600000000068e+01,7.319574000000000247e+00,-8.423870000000000857e+00,7.878659999999999997e+00,4.414329000000000391e+00,-8.575079000000000562e+00,5.574358000000000146e+00,1
1.470666300000000071e+01,1.960285000000000055e+00,-3.292907000000000028e+00,4.391367999999999938e+01,-4.913248000000000104e+01,-4.321208000000000382e+00,1.162156399999999934e+01,1.363503700000000052e+01,-1.692662699999999987e+01,1.104713699999999932e+01,-5.959693999999999825e+00,-1.632706999999999908e+01,1.152164800000000078e+01,8.276146000000000669e+00,-9.354608000000000700e+00,7.831108000000000402e+00,4.008950999999999709e+00,-8.025384999999999991e+00,6.080964999999999954e+00,1
1.787212699999999899e+01,2.959820000000000118e+00,6.222729600000000261e+01,3.166353200000000001e+01,8.545923000000000158e+00,-1.933052400000000048e+01,1.135566200000000059e+01,-3.533538000000000068e+00,-2.486485599999999963e+01,1.502661600000000064e+01,3.789035999999999849e+00,-1.050390900000000016e+01,1.006973400000000041e+01,5.914291000000000409e+00,-9.872925999999999647e+00,7.908552000000000248e+00,4.349858000000000224e+00,-1.118700499999999920e+01,6.868974999999999831e+00,1
9.596424999999999983e+00,2.962871999999999950e+00,3.089368400000000037e+01,2.147589699999999979e+01,6.207442000000000348e+00,-1.704573099999999997e+01,2.593423699999999954e+01,1.086405999999999983e+00,-3.072302200000000028e+01,1.875060200000000066e+01,-2.914840000000000209e-01,-1.106857699999999944e+01,1.949826300000000145e+01,9.622018999999999878e+00,-9.615538000000000807e+00,1.592156199999999977e+01,4.974984000000000073e+00,-9.460506999999999778e+00,7.602327999999999975e+00,1
